번호,면적,시도명,시군구명,용도,장소명,주소,최대수용인원,경도,위도,정좌표경도,정좌표위도,구분
3751,1156000000,서울특별시,영등포구,학교,양화중학교,서울특별시 영등포구 당산로 56(문래동3가),279,126.89605,37.51977,190810.6356,546703.32,긴급
3800,1159000000,서울특별시,동작구,학교,서울신상도초등학교,서울특별시 동작구 장승배기로 14(상도동),203,126.94406,37.50028,195053.8134,544536.2178,안전
3798,1156000000,서울특별시,영등포구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",푸드뱅크마켓3호점,서울특별시 영등포구 신길로8길 7(신길동),24,126.90933,37.49573,191982.1121,544034.2814,안전
3763,1156000000,서울특별시,영등포구,경로당,구립문래제1경로당,서울특별시 영등포구 문래로20길 7(문래동3가),77,126.8942,37.51846,190646.4768,546558.4688,안전
3799,1156000000,서울특별시,영등포구,학교,서울영문초등학교,서울특별시 영등포구 문래로 56(문래동6가),277,126.88754,37.5196,190058.5474,546685.1817,긴급
3750,1156000000,서울특별시,영등포구,학교,서울문래초등학교,서울특별시 영등포구 문래로 104(문래동3가),87,126.8932,37.51822,190558.7283,546531.4582,안전
3805,1156000000,서울특별시,영등포구,학교,서울우신초등학교,서울특별시 영등포구 신길로 190(신길동),243,126.91142,37.50957,192168.1928,545570.1385,안전
3801,1159000000,서울특별시,동작구,학교,서울상도초등학교,서울특별시 동작구 성대로21길 62(상도동),261,126.93723,37.49971,194449.5423,544473.7946,안전
3806,1156000000,서울특별시,영등포구,학교,장훈고등학교,서울특별시 영등포구 영등포로64길 26(신길동),309,126.91474,37.5136,192461.9697,546017.174,긴급
3762,1156000000,서울특별시,영등포구,학교,문래중학교,서울특별시 영등포구 선유서로13길 6(문래동6가),298,126.88425,37.52051,189767.3013,546786.7834,긴급
3749,1156000000,서울특별시,영등포구,학교,서울영등포초등학교,서울특별시 영등포구 경인로 756(문래동1가),273,126.89816,37.51294,190996.3533,545944.9988,안전
3802,1159000000,서울특별시,동작구,학교,국사봉중학교,서울특별시 동작구 양녕로20길 20(상도동),348,126.94502,37.49371,195138.1593,543807.6259,안전
3764,1156000000,서울특별시,영등포구,교회,문래동성결교회,서울특별시 영등포구 도림로141다길 30(문래동4가),128,126.88942,37.51562,190224.1386,546243.7498,긴급
3803,1159000000,서울특별시,동작구,학교,숭실대학교,서울특별시 동작구 상도로 369(상도동),327,126.95828,37.49724,196310.7901,544198.9553,안전
3804,1159000000,서울특별시,동작구,학교,서울강남초등학교,서울특별시 동작구 강남초등길 15(상도1동),76,126.95368,37.50599,195904.1107,545170.5146,안전
3810,1156000000,서울특별시,영등포구,학교,서울영신초등학교,서울특별시 영등포구 도신로60길 23(신길동),150,126.91799,37.51003,192748.7747,545620.7929,안전
3808,1156000000,서울특별시,영등포구,학교,영신고등학교,서울특별시 영등포구 대방천로14길 18(신길동),344,126.90975,37.49767,192019.0736,544249.3244,안전
3811,1156000000,서울특별시,영등포구,경로당,구립율산경로당,서울특별시 영등포구 여의대방로61길 36-5 (신길동),76,126.92263,37.51573,193159.6347,546252.8044,안전
3809,1156000000,서울특별시,영등포구,학교,서울대영초등학교,서울특별시 영등포구 신길로23길 43(신길동),69,126.90603,37.50235,191690.5113,544769.2835,안전
3807,1156000000,서울특별시,영등포구,학교,영등포여자고등학교,서울특별시 영등포구 영등포로62길 13(신길동),355,126.91557,37.51539,192535.3234,546215.6311,안전
3821,1159000000,서울특별시,동작구,학교,동작고등학교,서울특별시 동작구 솔밭로 51(사당동),1246,126.96524,37.48224,196925.4771,542533.1556,안전
3814,1156000000,서울특별시,영등포구,학교,서울신대림초등학교,서울특별시 영등포구 대림로8길 25(대림동),255,126.9056,37.49208,191651.862,543628.8073,안전
3820,1159000000,서울특별시,동작구,학교,강현중학교,서울특별시 동작구 상도로13라길 22(상도동),261,126.9311,37.50308,193907.8089,544847.6819,안전
3817,1156000000,서울특별시,영등포구,경로당,구립다사랑경로당,서울특별시 영등포구 대림로23가길 5(대림동),74,126.89948,37.49273,191110.2359,543702.25,긴급
3819,1156000000,서울특별시,영등포구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",대림정보문화도서관,서울특별시 영등포구 도신로 27(대림동),83,126.89605,37.50431,190809.0182,544987.9175,안전
3813,1156000000,서울특별시,영등포구,학교,서울도신초등학교,서울특별시 영등포구 도림로53길 32-9 (대림동),138,126.90119,37.49872,191262.5703,544366.4387,긴급
3822,1159000000,서울특별시,동작구,학교,서울남성초등학교,서울특별시 동작구 사당로23길 57-14 (사당동),309,126.97581,37.48461,197860.4196,542796.3266,안전
3816,1156000000,서울특별시,영등포구,경로당,동심경로당,서울특별시 영등포구 대림로35길 7(대림동),50,126.8973,37.49864,190918.2709,544358.6153,긴급
3815,1156000000,서울특별시,영등포구,경로당,구립대림1경로당,서울특별시 영등포구 디지털로 441(대림동),23,126.90602,37.49543,191689.4136,544001.1791,긴급
3818,1156000000,서울특별시,영등포구,교회,수정성결교회,서울특별시 영등포구 가마산로 357(대림동),115,126.89814,37.50073,190992.8548,544589.8583,안전
3812,1156000000,서울특별시,영등포구,경로당,구립신길5동제2경로당,서울특별시 영등포구 도림로80길 6(신길동),65,126.90548,37.50174,191642.4065,544701.3787,안전
3823,1159000000,서울특별시,동작구,학교,사당중학교,서울특별시 동작구 사당로9가길 58(사당동),435,126.9689,37.48781,197249.046,543151.978,안전
3825,1159000000,서울특별시,동작구,학교,서울삼일초등학교,서울특별시 동작구 사당로23나길 27(사당동),242,126.9752,37.48828,197806.9293,543204.1537,안전
3826,1159000000,서울특별시,동작구,"연수,숙박",코자자모텔,서울특별시 동작구 사당로30길 5(사당동),20,126.98112,37.48475,198330.395,542811.4254,긴급
3824,1159000000,서울특별시,동작구,학교,서울동작초등학교,서울특별시 동작구 동작대로29길 214(사당동),354,126.97651,37.4941,197922.677,543850.1243,안전
3827,1159000000,서울특별시,동작구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",사당종합체육관,서울특별시 동작구 사당로27길 232(사당동),959,126.96954,37.49267,197306.0986,543690.5986,안전
3829,1156000000,서울특별시,영등포구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",영등포구제1스포츠센터,서울특별시 영등포구 신풍로 1(신길동),250,126.90674,37.50062,191753.58,544576.8533,안전
3828,1159000000,서울특별시,동작구,학교,영등포고등학교,서울특별시 동작구 등용로8길 5(대방동),5028,126.93367,37.50825,194135.046,545422.155,안전
3775,1156000000,서울특별시,영등포구,관공서,양평2동주민센터,서울특별시 영등포구 선유로47길 30(양평동4가),219,126.894,37.53646,190631.3218,548555.7792,안전
3779,1156000000,서울특별시,영등포구,경로당,구립양평1동경로당,서울특별시 영등포구 선유로23길 18(양평동1가),29,126.88829,37.52326,190124.8457,547091.5761,안전
3780,1156000000,서울특별시,영등포구,학교,관악고등학교,서울특별시 영등포구 영등포로6길 26(양평동2가),828,126.88323,37.52172,189677.3107,546920.9511,긴급
3781,1156000000,서울특별시,영등포구,"연수,숙박",브릿지호텔,"서울특별시 영등포구 영등포로 9(양평동2가, 마루관광호텔)",240,126.88261,37.52375,189623.2046,547146.8795,안전
3776,1156000000,서울특별시,영등포구,경로당,구립양화경로당,서울특별시 영등포구 양평로28마길 18-1 (양평동6가),56,126.89,37.54286,190278.5901,549267.2177,안전
3782,1156000000,서울특별시,영등포구,학교,선유중학교,서울특별시 영등포구 선유로 213(양평동3가),208,126.89459,37.53301,190683.0355,548173.4422,긴급
3783,1156000000,서울특별시,영등포구,학교,서울당중초등학교,서울특별시 영등포구 선유로 131(양평동3가),215,126.88999,37.52657,190275.5604,547458.4226,안전
3777,1156000000,서울특별시,영등포구,학교,서울도림초등학교,서울특별시 영등포구 가마산로65길 22(신길동),308,126.90678,37.50819,191757.9221,545417.289,안전
3778,1156000000,서울특별시,영등포구,학교,서울대방초등학교,서울특별시 영등포구 여의대방로35길 14(신길동),254,126.91894,37.5023,192832.6374,544762.3702,긴급
3784,1156000000,서울특별시,영등포구,교회,영은교회,서울특별시 영등포구 양산로 61(양평동3가),282,126.88999,37.52534,190275.9886,547322.6797,긴급
3787,1156000000,서울특별시,영등포구,학교,선유고등학교,서울특별시 영등포구 선유로 227(양평동4가),281,126.89482,37.53386,190703.2651,548267.9434,긴급
3785,1156000000,서울특별시,영등포구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",선유정보문화도서관,서울특별시 영등포구 선유로43가길 10-8 (양평동3가),53,126.89299,37.53333,190541.5995,548208.6596,긴급
3788,1156000000,서울특별시,영등포구,학교,한강미디어고등학교,서울특별시 영등포구 선유로55길 22(양평동4가),277,126.89726,37.53917,190919.6475,548856.3452,긴급
3786,1156000000,서울특별시,영등포구,학교,당산초등학교,서울특별시 영등포구 선유로55길 32(양평동4가),142,126.89677,37.5397,190876.6853,548914.975,긴급
3790,1156000000,서울특별시,영등포구,경로당,구립신길7동경로당,서울특별시 영등포구 여의대방로43길 10(신길동),85,126.92134,37.5064,193044.6857,545216.8894,안전
3793,1156000000,서울특별시,영등포구,경로당,구립신길4동경로당,서울특별시 영등포구 신길로42길 13-1 (신길동),24,126.91234,37.50777,192249.5926,545370.234,안전
3791,1156000000,서울특별시,영등포구,경로당,구립신길6동경로당,서울특별시 영등포구 대방천로 193(신길동),37,126.91246,37.49919,192259.4436,544417.365,안전
3794,1156000000,서울특별시,영등포구,관공서,신길4동주민센터,서울특별시 영등포구 신길로42길 1(신길동),71,126.9113,37.50845,192157.5577,545445.6462,안전
3789,1156000000,서울특별시,영등포구,경로당,구립양평4가경로당,서울특별시 영등포구 양평로20길 14-1 (양평동4가),149,126.89622,37.53823,190827.7567,548752.113,안전
3792,1156000000,서울특별시,영등포구,경로당,구립창신경로당,서울특별시 영등포구 여의대방로53나길 43(신길동),113,126.92068,37.50997,192986.9113,545614.0549,안전
3898,1165000000,서울특별시,서초구,학교,방배초등학교,서울특별시 서초구 방배중앙로13길 26(방배동),279,126.98718,37.48746,198866.1052,543112.5211,안전
3795,1156000000,서울특별시,영등포구,교회,성락교회,서울특별시 영등포구 도림로 311(신길동),1432,126.90186,37.50516,191322.2129,545081.5559,안전
3796,1156000000,서울특별시,영등포구,교회,대림감리교회,서울특별시 영등포구 여의대방로 17(신길동),423,126.90977,37.49408,192020.4049,543850.4122,안전
3899,1165000000,서울특별시,서초구,학교,상문고등학교,서울특별시 서초구 명달로 45(방배동),807,127.00483,37.47946,200427.5656,542224.9118,안전
3797,1156000000,서울특별시,영등포구,교회,신길교회,서울특별시 영등포구 영등포로67가길 9(신길동),243,126.91954,37.5151,192886.6473,546183.6618,긴급
3901,1165000000,서울특별시,서초구,학교,서문여자중학교,서울특별시 서초구 동광로12길 84(방배동),2192,126.98457,37.48882,198635.3442,543262.9629,긴급
3903,1165000000,서울특별시,서초구,경로당,기령당경로당,서울특별시 서초구 방배중앙로 159-6 (방배동),25,126.98596,37.49332,198758.4254,543763.3446,긴급
3904,1165000000,서울특별시,서초구,경로당,구립 방배3동 제1경로당,서울특별시 서초구 효령로14다길 21(방배동),20,126.99162,37.47823,199258.4161,542087.6212,안전
3900,1165000000,서울특별시,서초구,학교,서울전자고등학교,서울특별시 서초구 과천대로 852-23 (방배동),103,126.98825,37.46981,198960.8749,541154.1096,안전
3902,1165000000,서울특별시,서초구,학교,서문여자고등학교,서울특별시 서초구 동광로12길 84(방배동),393,126.9855,37.48934,198717.5109,543321.3766,긴급
3909,1165000000,서울특별시,서초구,경로당,구립방배4동경로당,서울특별시 서초구 방배중앙로19길 4(방배동),56,126.9869,37.48987,198841.556,543380.0594,긴급
3905,1165000000,서울특별시,서초구,경로당,방배1동제1경로당,서울특별시 서초구 서초대로 114-8 (방배동),50,126.9947,37.48755,199531.2903,543121.9964,안전
3910,1165000000,서울특별시,서초구,관공서,방배1동주민센터,서울특별시 서초구 효령로29길 43(방배동),230,126.99449,37.48335,199512.9666,542656.3259,긴급
3907,1162000000,서울특별시,관악구,학교,난향초등학교,서울특별시 관악구 난향길 9(신림동),64,126.91789,37.4621,192735.8129,540301.1349,안전
3913,1165000000,서울특별시,서초구,관공서,방배본동주민센터,서울특별시 서초구 동광로19길 38(방배동),127,126.99,37.49,199115.6277,543394.3053,긴급
3911,1165000000,서울특별시,서초구,관공서,방배2동주민센터,서울특별시 서초구 청두곶길 36(방배동),345,126.98558,37.47979,198724.9357,542261.4842,안전
3912,1165000000,서울특별시,서초구,관공서,방배3동주민센터,서울특별시 서초구 방배로10길 10-20 (방배동),260,126.99946,37.4803,199952.5871,542317.5893,안전
3906,1162000000,서울특별시,관악구,학교,삼성고등학교,서울특별시 관악구 신림로 41(신림동),178,126.94338,37.46924,194991.0984,541091.9907,안전
3914,1165000000,서울특별시,서초구,학교,양재초등학교,서울특별시 서초구 바우뫼로18길 14(양재동),214,127.03191,37.47419,202822.7497,541640.3121,긴급
3908,1162000000,서울특별시,관악구,학교,남서울중학교,서울특별시 관악구 남부순환로172길 97(신림동),331,126.92147,37.4819,193054.1899,542497.6382,안전
3915,1165000000,서울특별시,서초구,학교,언남중학교,서울특별시 서초구 동산로 55(양재동),653,127.04411,37.47254,203902.1338,541456.7354,안전
3920,1165000000,서울특별시,서초구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",언남문화체육센터,서울특별시 서초구 동산로13길 35(양재동),126,127.04337,37.47232,203836.5887,541432.7985,안전
3916,1165000000,서울특별시,서초구,학교,매헌초등학교,서울특별시 서초구 언남길 8(양재동),255,127.04203,37.47124,203718.056,541313.2244,안전
3918,1165000000,서울특별시,서초구,경로당,구립우면경로당,서울특별시 서초구 바우뫼로41길 38-3 (양재동),25,127.04082,37.4823,203610.0697,542540.9266,긴급
3917,1165000000,서울특별시,서초구,경로당,잔디마을경로당,서울특별시 서초구 매헌로6길 58(양재동),25,127.03548,37.46625,203138.7783,540758.6275,안전
3919,1165000000,서울특별시,서초구,관공서,양재2동주민센터,서울특별시 서초구 강남대로12길 44(양재동),134,127.04,37.47,203538.4324,541175.2765,안전
3926,1165000000,서울특별시,서초구,학교,반포초등학교,서울특별시 서초구 신반포로 55-4 (반포동),96,126.99098,37.50314,199202.9186,544852.3013,긴급
3921,1165000000,서울특별시,서초구,학교,우면초등학교,서울특별시 서초구 태봉로 59(우면동),293,127.0236,37.46466,202087.9174,540582.0027,긴급
3922,1165000000,서울특별시,서초구,학교,우암초등학교,서울특별시 서초구 바우뫼로7길 38(우면동),175,127.02428,37.47208,202148.0157,541405.7505,안전
3924,1165000000,서울특별시,서초구,관공서,반포3동주민센터,서울특별시 서초구 신반포로23길 78(잠원동),287,127.00558,37.51207,200493.3045,545843.6263,안전
3923,1165000000,서울특별시,서초구,학교,신동중학교,서울특별시 서초구 나루터로 27(잠원동),280,127.0132,37.5166,201167.1041,546346.8446,안전
3927,1165000000,서울특별시,서초구,학교,방배중학교,서울특별시 서초구 동광로 144(반포동),38,126.99848,37.49425,199865.7714,543866.3189,안전
3925,1165000000,서울특별시,서초구,관공서,잠원동주민센터,서울특별시 서초구 나루터로 38(잠원동),564,127.01406,37.51493,201243.1768,546161.5733,안전
3929,1165000000,서울특별시,서초구,학교,잠원초등학교,서울특별시 서초구 신반포로16길 15-25 (반포동),263,126.9979,37.50195,199814.4582,544721.0152,긴급
3928,1165000000,서울특별시,서초구,학교,신반포중학교,서울특별시 서초구 신반포로19길 26(반포동),331,126.99576,37.50597,199625.4623,545166.8091,긴급
3930,1165000000,서울특별시,서초구,학교,반포고등학교,서울특별시 서초구 고무래로 71(반포동),215,127.01632,37.50219,201442.8499,544746.8706,긴급
3931,1165000000,서울특별시,서초구,학교,원촌중학교,서울특별시 서초구 사평대로45길 10(반포동),226,127.01398,37.50633,201236.1984,545206.3983,긴급
3937,1165000000,서울특별시,서초구,학교,서초중학교,서울특별시 서초구 반포대로13길 48(서초동),155,127.00883,37.48565,200781.0098,542911.0606,안전
3936,1165000000,서울특별시,서초구,학교,서초고등학교,서울특별시 서초구 반포대로27길 29(서초동),234,127.00604,37.48924,200533.8267,543309.9332,안전
3934,1165000000,서울특별시,서초구,학교,원촌초등학교,서울특별시 서초구 사평대로45길 26(반포동),213,127.01272,37.5061,201124.3857,545181.3871,긴급
3932,1165000000,서울특별시,서초구,학교,세화여자고등학교,서울특별시 서초구 신반포로 56-7 (반포동),451,126.99329,37.50222,199406.911,544750.2905,긴급
3933,1165000000,서울특별시,서초구,학교,서원초등학교,서울특별시 서초구 고무래로 63(반포동),231,127.01455,37.50287,201286.9256,544822.6969,긴급
3945,1165000000,서울특별시,서초구,학교,언남초등학교,서울특별시 서초구 헌릉로8길 42(내곡동),126,127.0619,37.45396,205476.4807,539396.4242,안전
3946,1165000000,서울특별시,서초구,관공서,양재1동주민센터,서울특별시 서초구 바우뫼로 41(우면동),123,127.03,37.47,202653.8243,541174.9478,안전
3938,1165000000,서울특별시,서초구,학교,서울고등학교,서울특별시 서초구 효령로 197(서초동),969,127.00557,37.48372,200492.6198,542697.2315,안전
3947,1165000000,서울특별시,서초구,학교,신동초등학교,서울특별시 서초구 나루터로 15(잠원동),222,127.01189,37.51689,201051.4652,546379.3762,안전
3939,1165000000,서울특별시,서초구,학교,서운중학교,서울특별시 서초구 서운로 115(서초동),437,127.02452,37.49398,202168.4189,543836.5938,안전
3940,1165000000,서울특별시,서초구,학교,서일중학교,서울특별시 서초구 서운로21길 2(서초동),1654,127.02218,37.49929,201961.6222,544425.1875,긴급
3943,1165000000,서울특별시,서초구,관공서,서초4동주민센터,서울특별시 서초구 서운로26길 3(서초동),335,127.02,37.5,201768.5089,544504.3157,긴급
3948,1165000000,서울특별시,서초구,학교,경원중학교,서울특별시 서초구 신반포로33길 39(잠원동),278,127.00888,37.51076,200784.6465,545697.8459,긴급
3942,1165000000,서울특별시,서초구,관공서,서초2동주민센터,서울특별시 서초구 서초대로70길 51(서초동),296,127.02493,37.49207,202204.3045,543624.1054,안전
3950,1168000000,서울특별시,강남구,학교,개원중학교,서울특별시 강남구 영동대로 101(개포동),782,127.07174,37.49172,206343.9009,543587.544,안전
3951,1168000000,서울특별시,강남구,학교,언북초등학교,서울특별시 강남구 삼성로135길 42(청담동),5984,127.04564,37.51999,204034.4138,546723.6411,긴급
3953,1168000000,서울특별시,강남구,학교,경기고등학교,서울특별시 강남구 영동대로 643(삼성동),236,127.056,37.51743,204950.9703,546439.6088,안전
3952,1168000000,서울특별시,강남구,학교,청담중학교,서울특별시 강남구 압구정로61길 36(청담동),747,127.04554,37.52852,204025.5635,547670.2639,안전
3949,1165000000,서울특별시,서초구,학교,반원초등학교,서울특별시 서초구 잠원로3길 28(잠원동),143,127.00388,37.51012,200342.6766,545627.4012,안전
3960,1165000000,서울특별시,서초구,학교,신중초등학교,서울특별시 서초구 남부순환로317길 15(서초동),301,127.00934,37.48019,200826.4691,542305.8467,안전
3957,1165000000,서울특별시,서초구,관공서,반포1동주민센터,서울특별시 서초구 사평대로 273(반포동),91,127.01,37.51,200884.1365,545614.0461,긴급
3961,1165000000,서울특별시,서초구,학교,서이초등학교,서울특별시 서초구 서운로 35(서초동),223,127.02599,37.49161,202298.6574,543572.8051,안전
3954,1168000000,서울특별시,강남구,학교,봉은초등학교,서울특별시 강남구 학동로 610(삼성동),908,127.06079,37.5201,205374.0328,546736.7706,안전
3962,1165000000,서울특별시,서초구,학교,서초초등학교,서울특별시 서초구 서운로 178(서초동),203,127.02393,37.49952,202116.022,544451.3738,긴급
3959,1165000000,서울특별시,서초구,학교,서일초등학교,서울특별시 서초구 남부순환로339길 38(서초동),251,127.02235,37.48517,201976.7022,542857.9772,안전
3964,1165000000,서울특별시,서초구,학교,다니엘학교,서울특별시 서초구 헌릉로468길 21-16 (내곡동),166,127.09201,37.4607,208139.9523,540146.8851,안전
3955,1165000000,서울특별시,서초구,경로당,구립반포본동경로당,"서울특별시 서초구 신반포로 32(반포동, 반포아파트)",27,126.9861,37.50026,198770.4484,544532.8899,긴급
3958,1165000000,서울특별시,서초구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",심산기념문화센터,서울특별시 서초구 사평대로 55(반포동),352,126.99157,37.49904,199254.586,544397.2529,안전
3956,1165000000,서울특별시,서초구,관공서,반포4동주민센터,서울특별시 서초구 사평대로28길 70(반포동),748,127,37.5,200000,544504.1278,긴급
3963,1168000000,서울특별시,강남구,학교,학동초등학교,서울특별시 강남구 선릉로115길 42(논현동),73,127.03943,37.51206,203486.1218,545843.1812,안전
3998,1168000000,서울특별시,강남구,학교,신구초등학교,서울특별시 강남구 압구정로18길 28(신사동),5689,127.02394,37.52336,202116.0494,547096.5366,긴급
3967,1165000000,서울특별시,서초구,"연수,숙박",오라카이 청계산 호텔,서울특별시 서초구 청계산로9길 1-7 (신원동),386,127.04696,37.46221,204154.8162,540310.8658,긴급
3966,1165000000,서울특별시,서초구,관공서,내곡동주민센터,서울특별시 서초구 청계산로15길 77(신원동),241,127.0512,37.46197,204529.3144,540284.5529,긴급
3997,1168000000,서울특별시,강남구,관공서,대치4문화센터,서울특별시 강남구 도곡로77길 23(대치동),368,127.05788,37.49967,205118.4144,544469.4977,안전
3965,1165000000,서울특별시,서초구,학교,내곡중학교,서울특별시 서초구 청계산로7길 9-20 (신원동),294,127.05433,37.45204,204807.1204,539182.3762,긴급
4007,1168000000,서울특별시,강남구,학교,수서중학교,서울특별시 강남구 광평로59길 57(수서동),980,127.10239,37.49107,209054.8285,543517.4391,긴급
4008,1168000000,서울특별시,강남구,학교,언주초등학교,서울특별시 강남구 남부순환로363길 19(도곡동),7725,127.03703,37.48665,203275.2267,543022.6527,안전
4001,1168000000,서울특별시,강남구,학교,세명초등학교,서울특별시 강남구 자곡로 55(세곡동),5160,127.09134,37.46894,208080.0842,541060.2525,안전
4005,1168000000,서울특별시,강남구,학교,중동중학교,서울특별시 강남구 일원로8길 37(일원동),1596,127.0787,37.48832,206960.0064,543211.1779,안전
4002,1168000000,서울특별시,강남구,관공서,세곡문화센터,서울특별시 강남구 밤고개로 286(율현동),165,127.10696,37.46904,209461.8336,541073.6304,안전
4004,1168000000,서울특별시,강남구,학교,서울로봇고등학교,서울특별시 강남구 광평로20길 63(일원동),799,127.08471,37.48063,207492.2782,542358.1142,안전
4003,1168000000,서울특별시,강남구,학교,중동고등학교,서울특별시 강남구 일원로 7(일원동),6606,127.08077,37.49313,207142.9335,543744.9604,안전
4006,1168000000,서울특별시,강남구,학교,영희초등학교,서울특별시 강남구 일원로 21(일원동),2150,127.081,37.49227,207163.2642,543649.5912,안전
3999,1168000000,서울특별시,강남구,관공서,신사문화센터,서울특별시 강남구 압구정로 128(신사동),662,127.02279,37.52398,202014.8479,547165.8254,긴급
4009,1168000000,서울특별시,강남구,학교,대도초등학교,서울특별시 강남구 선릉로 209(도곡동),715,127.05283,37.49272,204672.1165,543697.7712,안전
4000,1168000000,서울특별시,강남구,관공서,논현2문화센터,서울특별시 강남구 학동로43길 17(논현동),628,127.03705,37.51737,203275.3885,546433.0843,긴급
4010,1168000000,서울특별시,강남구,학교,대치중학교,서울특별시 강남구 남부순환로378길 39(도곡동),386,127.04746,37.4846,204197.7296,542796.4316,긴급
4012,1171000000,서울특별시,송파구,학교,풍성중학교,서울특별시 송파구 강동대로2길 27(풍납동),3683,127.11307,37.52537,209994.5882,547325.5,안전
4011,1171000000,서울특별시,송파구,학교,서울잠동초등학교,서울특별시 송파구 올림픽로35길 122(신천동),3635,127.10007,37.51801,208846.9286,546507.8702,안전
4013,1171000000,서울특별시,송파구,학교,서울풍납초등학교,서울특별시 송파구 풍성로 43(풍납동),2529,127.11803,37.53518,210432.2276,548415.6674,긴급
4014,1171000000,서울특별시,송파구,학교,서울토성초등학교,서울특별시 송파구 풍성로20길 44(풍납동),1249,127.11585,37.53211,210240.0015,548074.4913,긴급
4016,1171000000,서울특별시,송파구,학교,서울중대초등학교,서울특별시 송파구 송파대로36길 8(송파동),3350,127.11371,37.5001,210054.8229,544521.7266,긴급
4015,1171000000,서울특별시,송파구,학교,서울송파초등학교,서울특별시 송파구 백제고분로 400(송파동),4669,127.11075,37.50705,209792.3593,545292.6678,긴급
4017,1171000000,서울특별시,송파구,학교,가락중학교,서울특별시 송파구 송이로 45(송파동),3692,127.11873,37.50248,210498.4683,544785.6661,안전
4018,1171000000,서울특별시,송파구,기타시설,송파여성문화회관,서울특별시 송파구 백제고분로42길 5(송파동),5155,127.10978,37.5059,209706.7358,545164.7178,긴급
4019,1171000000,서울특별시,송파구,학교,서울석촌초등학교,서울특별시 송파구 가락로11길 26(석촌동),3189,127.10478,37.50255,209264.5496,544792.4162,안전
4020,1171000000,서울특별시,송파구,기타시설,백제불한증막,서울특별시 송파구 백제고분로 293(석촌동),576,127.09919,37.50301,208771.0158,544843.3173,긴급
4021,1171000000,서울특별시,송파구,학교,서울삼전초등학교,서울특별시 송파구 백제고분로28길 19(삼전동),3818,127.09259,37.50144,208187.0944,544668.1539,안전
4024,1171000000,서울특별시,송파구,학교,서울체육고등학교,서울특별시 송파구 강동대로 232(방이동),3736,127.1292,37.5213,211421.4579,546875.6129,긴급
4023,1168000000,서울특별시,강남구,관공서,논현1문화센터,서울특별시 강남구 학동로20길 25(논현동),168,127.02851,37.5115,202520.7677,545781.0017,안전
4022,1168000000,서울특별시,강남구,학교,논현초등학교,서울특별시 강남구 강남대로120길 33(논현동),4645,127.02612,37.50842,202309.2347,545438.6945,안전
4025,1171000000,서울특별시,송파구,학교,서울방이초등학교,서울특별시 송파구 위례성대로10길 4(방이동),3153,127.12081,37.51304,210681.1903,545957.8271,안전
4026,1171000000,서울특별시,송파구,학교,방산고등학교,서울특별시 송파구 오금로27길 18(방이동),3403,127.12056,37.50845,210658.9128,545448.5003,안전
4027,1171000000,서울특별시,송파구,학교,방이중학교,서울특별시 송파구 오금로11길 64(방이동),4690,127.1133,37.51469,210016.6922,546141.0266,안전
4029,1171000000,서울특별시,송파구,학교,오주중학교,서울특별시 송파구 동남로 281(오금동),5690,127.13619,37.50119,212042.028,544644.4985,긴급
4030,1171000000,서울특별시,송파구,학교,서울개롱초등학교,서울특별시 송파구 문정로 211(오금동),1421,127.13966,37.49718,212350.3281,544200.6003,안전
4028,1171000000,서울특별시,송파구,기타시설,잠실수양불한증막,"서울특별시 송파구 오금로11길 33(방이동, 신동아타워)",1903,127.11069,37.51556,209785.6183,546236.7747,안전
4031,1171000000,서울특별시,송파구,학교,세륜중학교,서울특별시 송파구 양재대로72길 41(오금동),2113,127.13185,37.50837,211657.3915,545441.4565,안전
4037,1171000000,서울특별시,송파구,학교,서울잠실초등학교,서울특별시 송파구 올림픽로35길 20(신천동),1060,127.11145,37.52012,209851.9883,546743.4492,안전
4035,1171000000,서울특별시,송파구,학교,서울아주초등학교,서울특별시 송파구 올림픽로4길 59(잠실동),2240,127.07598,37.50537,206717.7878,545102.4962,안전
4032,1171000000,서울특별시,송파구,학교,서울송전초등학교,서울특별시 송파구 석촌호수로 159(잠실동),630,127.09481,37.50845,208382.7374,545445.8445,긴급
4034,1171000000,서울특별시,송파구,학교,서울잠일초등학교,서울특별시 송파구 올림픽로 95(잠실동),5277,127.08164,37.51465,207217.3657,546133.1744,안전
4039,1171000000,서울특별시,송파구,학교,서울신가초등학교,서울특별시 송파구 송이로 75(가락동),2397,127.12131,37.50072,210726.8347,544591.0492,안전
